;Inhabitants;;;;;;;;;;;;;Households;;;;;;Home;;;;;;;;;;;;;;;Social Security
6216RS;25;10;15;0;0;5;10;0;80;0;0;0;0;10;0;5;0;0;2,1;10;0;0;10;0;0;0;0;0;0;80;0;0;0;254;0
6216RT;60;30;30;10;5;15;10;20;80;10;0;0;0;25;5;10;0;10;2,3;25;0;0;25;0;0;0;0;0;0;90;0;0;0;318;0
6216RV;35;15;20;0;5;5;10;5;80;0;0;0;20;15;5;0;0;0;2,1;15;0;0;15;0;0;0;0;0;0;100;0;0;0;285;0
6216RW;35;15;25;0;20;10;0;0;30;0;0;50;20;25;15;10;0;0;1,5;15;0;15;0;0;0;0;0;0;15;0;70;0;0;174;0
6216RX;55;25;30;10;10;10;15;10;70;0;0;10;10;25;10;5;0;5;2,1;25;0;10;20;0;0;0;0;0;10;70;30;0;0;227;0
6216RZ;45;20;25;10;0;15;10;10;90;0;0;0;0;15;0;5;0;5;2,6;20;0;0;15;0;0;0;0;0;0;100;0;0;0;275;0
6216SB;50;30;25;10;0;15;10;10;90;0;0;0;0;20;5;0;0;10;2,6;20;0;0;20;0;0;0;0;0;0;100;0;0;0;314;0
6216SC;25;15;15;0;0;0;15;5;90;0;0;0;0;15;0;5;0;0;1,9;15;0;0;15;0;0;0;0;0;0;100;0;0;0;268;0
6216SE;30;15;15;5;0;10;0;10;90;0;0;0;0;15;0;0;0;5;2,4;15;0;0;15;0;0;0;0;0;0;90;0;0;0;318;0
6216SG;10;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6216SH;75;25;45;0;0;10;10;50;80;10;0;0;0;55;35;20;0;0;1,4;55;0;0;50;0;0;0;0;0;50;50;40;0;0;206;5
6216SJ;30;15;15;0;0;10;10;10;80;0;0;0;0;20;10;5;0;0;1,5;20;0;0;20;0;0;0;0;0;15;60;40;0;0;238;0
6216SK;15;10;10;5;0;5;0;0;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6216SL;40;15;20;5;0;10;10;15;80;0;0;0;0;20;0;10;0;0;2,1;20;0;0;20;0;0;0;0;0;0;100;0;0;0;305;0
6216SM;35;15;20;0;10;15;0;0;50;0;0;30;0;25;20;5;0;0;1,3;25;0;0;25;0;0;0;0;0;25;50;50;0;0;0;0
6216SN;40;20;20;0;10;15;5;10;60;0;0;30;0;25;15;10;0;0;1,5;25;0;0;25;0;0;0;0;0;25;70;30;0;0;0;0
6216SP;20;10;10;0;5;5;0;0;70;0;0;20;0;15;15;0;0;0;1,2;15;0;0;15;0;0;0;0;0;15;70;0;0;0;172;0
6216SR;45;25;20;5;0;0;15;15;80;10;0;0;0;20;5;10;0;0;2;20;0;0;15;0;0;0;0;0;0;100;0;0;0;263;0
6216ST;40;20;20;5;0;10;10;10;70;0;0;10;0;15;0;10;0;5;2,6;15;0;0;15;0;0;0;0;0;0;100;0;0;0;258;0
6216SV;55;20;35;0;25;20;0;5;40;0;0;40;20;45;30;10;0;0;1,3;25;0;25;0;0;0;0;0;0;25;40;60;0;0;183;0
6216SW;15;5;10;0;0;0;10;0;80;0;0;0;0;10;0;0;0;0;2;10;0;0;10;0;0;0;0;0;0;0;0;0;0;248;0
6216SX;40;15;20;0;10;10;10;10;60;0;0;30;0;25;15;10;0;0;1,6;20;0;10;10;0;0;0;0;0;10;70;30;0;0;234;0
6216SZ;35;15;25;5;5;10;10;0;80;0;0;0;0;15;0;0;0;5;2,5;15;0;0;15;0;0;0;0;0;0;80;0;0;0;0;0
6216TA;40;15;20;10;0;10;5;15;80;0;0;0;0;20;10;0;0;5;2,1;20;0;0;20;0;0;0;0;0;0;100;0;0;0;234;0
6216TB;25;10;10;0;0;0;5;10;70;0;0;0;0;10;0;0;0;0;2,3;10;0;0;10;0;0;0;0;0;0;100;0;0;0;249;0
6216TC;10;5;5;0;0;0;0;0;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6216TD;50;25;25;5;0;10;10;25;80;0;0;0;0;20;0;15;0;5;2,3;20;0;0;20;0;0;0;0;0;0;100;0;0;0;236;0
6216TE;50;25;25;10;5;15;0;10;80;0;0;0;0;20;5;10;0;5;2,3;20;0;0;20;0;0;0;0;0;0;90;0;0;0;273;0
6216TG;55;25;30;5;0;15;10;20;90;0;0;0;0;25;0;10;0;5;2,3;25;0;0;25;0;0;0;0;0;0;100;0;0;0;286;0
6216TH;45;25;20;5;0;15;10;15;80;10;0;0;0;20;5;10;0;5;2,1;20;0;0;20;0;0;0;0;0;0;90;0;0;0;243;0
6216TJ;40;25;15;0;10;15;10;5;50;0;0;20;20;25;15;5;0;0;1,5;25;0;0;25;0;0;0;0;0;25;50;50;0;0;0;0
6216TK;35;20;15;0;10;15;5;0;60;0;0;30;0;20;10;10;0;0;1,5;20;0;0;20;0;0;0;0;0;20;70;40;0;0;190;0
6216TL;30;10;20;0;5;10;10;0;60;0;0;30;0;20;10;5;0;0;1,6;20;0;0;20;0;0;0;0;0;20;50;50;0;0;186;0
6216TM;20;10;10;0;0;5;5;5;80;0;0;0;0;15;10;0;0;0;1,4;15;0;0;15;0;0;0;0;0;15;80;0;0;0;188;0
6216TN;40;20;20;5;0;15;10;15;80;0;0;0;0;25;10;5;0;0;1,8;20;0;0;20;0;0;0;0;0;15;90;0;0;0;203;0
6216TP;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6216TR;60;35;25;10;5;10;20;15;70;10;0;10;0;25;5;10;0;10;2,4;25;0;15;10;0;0;0;0;0;0;100;0;0;0;328;0
6216TS;40;20;20;10;0;10;15;10;70;0;0;0;0;20;0;5;5;0;2,2;20;0;20;0;0;0;0;0;0;0;90;0;0;0;303;0
6216VA;45;20;30;15;0;10;5;10;60;0;20;0;20;20;5;5;5;0;2,4;20;0;20;0;0;0;0;0;0;0;0;0;0;0;211;5
6216VB;30;15;15;5;0;10;10;0;30;0;0;0;30;15;5;0;5;0;1,9;15;0;15;0;0;0;0;0;0;0;0;0;0;0;212;0
6216VC;30;20;10;0;0;10;15;10;80;0;0;0;0;25;20;5;0;0;1,3;25;0;25;0;0;0;0;0;0;25;0;0;0;0;146;10
6216VD;20;10;10;0;0;0;10;0;50;0;0;0;0;5;0;0;0;0;2,6;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6216VG;30;15;15;0;0;15;10;5;70;0;0;0;0;25;20;0;0;0;1,2;25;0;0;25;0;0;0;0;0;25;0;0;0;0;137;10
6216VH;55;35;25;0;15;25;10;10;60;0;0;10;20;45;30;10;0;0;1,3;45;0;45;0;0;0;0;0;0;45;0;100;0;5;149;5
6216VJ;30;20;10;0;0;10;10;10;60;0;0;0;20;25;20;0;0;0;1,3;25;0;25;0;0;0;0;0;0;20;0;0;0;0;122;10
6216VK;65;25;35;15;5;15;10;15;40;0;10;0;40;25;5;5;5;5;2,6;25;0;25;0;0;0;0;0;0;0;0;0;0;0;0;15
6216VL;55;25;30;15;10;15;10;5;70;0;10;0;0;20;0;0;10;0;2,8;20;0;20;0;0;0;0;0;0;0;0;0;0;0;0;15
6216VM;45;20;25;10;0;10;15;10;40;0;10;10;30;20;10;0;0;5;2,2;20;0;20;0;0;0;0;0;0;0;0;0;0;0;169;10
6216VN;20;10;10;5;0;0;5;5;80;0;0;0;0;10;0;0;0;0;2,8;10;0;10;0;0;0;0;0;0;0;0;0;0;0;181;5
6216VP;55;25;25;15;0;10;15;10;70;0;10;0;10;25;10;0;0;5;2,3;20;0;20;0;0;0;0;0;0;0;0;0;0;0;0;15
6216VR;45;15;30;5;5;10;10;10;90;0;0;0;0;20;10;0;0;5;2;20;0;20;0;0;0;0;0;0;0;0;0;0;0;174;15
6216VS;50;15;30;15;0;10;10;10;50;0;10;10;20;20;10;0;5;0;2,2;20;0;20;0;0;0;0;0;0;0;0;0;0;0;176;15
6216VT;55;25;30;10;0;15;20;5;90;0;0;0;0;25;0;10;5;5;2,4;25;0;25;0;0;0;0;0;0;0;0;0;0;0;171;20
6216VV;30;20;10;0;0;10;0;15;70;0;0;0;0;20;15;5;0;0;1,4;25;0;25;0;0;0;0;0;0;25;0;0;0;0;138;5
6216VW;55;25;30;5;15;20;15;0;60;10;10;10;10;25;10;10;0;5;2,3;25;0;25;0;0;0;0;0;0;25;70;30;0;0;156;5
6216VX;30;15;20;0;0;10;5;10;70;0;0;0;0;20;10;0;0;0;1,6;20;0;20;0;0;0;0;0;0;20;0;0;0;0;134;0
6216VZ;40;15;25;5;0;10;15;0;60;0;20;0;20;20;10;0;5;0;2;20;0;20;0;0;0;0;0;0;20;0;0;0;0;140;10
6216XB;15;10;5;0;0;5;5;0;40;0;0;0;0;10;10;0;0;0;1,3;10;0;10;0;0;0;0;0;0;10;0;0;0;0;112;5
6216XC;40;20;20;5;0;10;15;10;60;0;20;0;10;25;10;5;0;0;1,8;25;0;25;0;0;0;0;0;0;25;0;0;0;0;120;15
6216XD;40;20;20;0;5;10;15;0;60;0;0;0;30;25;15;5;0;0;1,6;25;0;25;0;0;0;0;0;0;25;0;0;0;0;0;15
6216XE;35;20;15;0;0;10;10;10;50;0;0;0;40;15;5;0;0;5;2,1;20;0;20;0;0;0;0;0;0;20;0;0;0;0;133;10
6216XG;30;10;20;0;0;10;5;10;60;0;0;0;20;20;10;5;5;0;1,7;20;0;20;0;0;0;0;0;0;20;0;0;0;0;133;10
6216XH;30;15;15;0;0;10;5;10;50;0;0;0;20;15;10;0;0;0;1,8;20;0;20;0;0;0;0;0;0;20;0;0;0;0;133;10
6216XJ;25;15;15;0;0;5;10;5;70;0;0;0;0;20;10;0;0;0;1,5;20;0;20;0;0;0;0;0;0;20;0;0;0;0;119;5
6216XK;30;15;15;0;0;15;15;0;60;0;0;0;20;25;20;0;0;0;1,2;25;0;25;0;0;0;0;0;0;25;0;0;0;0;110;10
6216XL;30;15;15;0;0;15;10;5;60;0;0;0;20;25;15;0;0;0;1,3;25;0;25;0;0;0;0;0;0;25;0;0;0;0;0;15
6216XM;30;20;15;0;0;10;5;10;50;0;0;0;30;25;15;0;0;0;1,3;25;0;25;0;0;0;0;0;0;25;0;0;0;0;0;5
6216XN;35;20;15;0;0;15;10;10;60;0;0;0;10;20;5;10;0;0;2;20;0;20;0;0;0;0;0;0;20;0;0;0;0;134;0
6216XP;45;25;20;15;0;20;10;0;80;0;0;0;0;15;0;0;0;10;3,1;15;0;15;0;0;0;0;0;0;0;100;0;0;0;0;0
6216XR;35;20;15;0;0;10;10;15;80;0;0;0;0;20;10;10;0;0;1,8;25;0;25;0;0;0;0;0;0;10;50;50;10;0;217;0
6216XS;45;20;25;5;0;10;10;15;70;0;0;0;0;20;0;10;0;5;2,3;20;0;15;0;0;0;0;0;0;0;100;0;0;0;308;0
6217AB;40;20;20;10;10;5;10;5;40;0;20;0;40;15;5;0;0;5;2,6;15;0;15;0;0;0;0;0;0;0;0;0;0;0;234;10
6217AC;40;20;20;5;5;5;10;10;60;0;20;0;0;15;0;5;0;0;2,4;15;0;15;0;0;0;0;0;0;0;0;0;0;0;230;0
6217AD;30;15;10;0;0;5;10;10;80;0;0;0;0;20;15;5;0;0;1,3;25;0;25;0;0;0;0;0;0;25;0;0;0;0;145;5
6217AE;35;20;15;0;5;5;10;10;70;0;0;0;0;25;15;5;0;0;1,4;25;0;25;0;0;0;0;0;0;25;0;80;15;0;154;5
6217AG;30;15;15;0;5;0;10;10;60;0;0;0;0;25;15;10;0;0;1,4;25;0;25;0;0;0;0;0;0;25;50;40;10;0;157;0
6217AH;35;15;15;0;5;0;15;5;50;0;20;0;20;15;0;0;0;5;2,4;15;0;0;15;0;0;0;0;0;0;100;0;0;0;308;0
6217AJ;50;25;25;10;5;15;20;0;70;10;0;0;0;20;0;5;0;10;2,5;20;0;0;20;0;0;0;0;0;0;100;0;0;0;312;5
6217AK;30;10;20;5;0;10;10;5;80;0;0;0;0;15;0;0;0;0;2,3;15;0;15;0;0;0;0;0;0;0;0;70;10;0;189;5
6217AL;30;15;15;5;5;10;5;0;70;0;0;0;0;10;0;0;5;0;2,5;10;0;10;0;0;0;0;0;0;0;0;0;0;0;218;5
6217AM;55;20;30;5;10;5;25;5;30;10;20;10;20;20;10;5;0;5;2,4;25;0;25;0;0;0;0;0;0;0;0;0;0;0;228;15
6217AN;60;30;30;10;10;15;15;10;70;0;10;0;10;25;0;10;5;5;2,6;25;0;25;0;0;0;0;0;0;0;0;0;0;0;199;10
6217AP;40;20;20;0;5;10;20;0;70;0;0;0;0;20;10;0;0;0;1,9;20;0;20;0;0;0;0;0;0;0;0;0;0;0;194;10
6217AR;65;30;35;15;10;15;20;10;50;0;20;10;10;25;5;5;0;5;2,6;25;0;25;0;0;0;0;0;0;0;0;0;0;0;191;15
6217AS;70;35;35;15;15;15;20;0;30;0;30;10;30;25;10;0;0;10;2,6;25;0;25;0;0;0;0;0;0;0;30;70;15;0;202;5
6217AT;45;25;20;10;10;10;15;0;60;0;20;0;20;20;10;0;5;0;2,1;20;0;20;0;0;0;0;0;0;20;0;0;0;0;194;10
6217AV;40;15;20;10;0;15;5;5;60;10;0;0;20;20;10;0;0;5;1,9;20;0;20;0;0;0;0;0;0;20;0;0;0;0;193;10
6217AW;35;20;20;10;0;10;5;10;40;0;0;20;30;20;5;0;5;0;2,1;20;0;20;0;0;0;0;0;0;20;0;0;0;0;0;10
6217BA;35;20;15;0;5;15;10;0;50;0;0;0;20;25;20;0;0;0;1,3;25;0;25;0;0;0;0;0;0;25;0;0;0;0;123;10
6217BB;35;20;15;5;0;15;10;5;50;0;0;0;30;25;15;0;0;0;1,5;25;0;25;0;0;0;0;0;0;25;0;0;0;0;120;10
6217BC;15;10;5;0;0;5;5;0;60;0;0;0;30;10;10;0;0;0;1,3;10;0;10;0;0;0;0;0;0;10;0;0;0;0;120;5
6217BD;35;20;15;0;5;15;10;5;60;10;0;0;10;25;15;5;0;0;1,5;25;0;0;25;0;0;0;0;0;25;0;0;0;0;140;10
6217BE;40;30;10;0;0;15;5;10;50;0;10;0;20;25;15;0;0;0;1,6;25;0;0;25;0;0;0;0;0;25;0;0;0;0;140;10
6217BG;25;15;10;0;0;5;10;5;60;0;0;0;20;20;15;0;0;0;1,3;20;0;0;20;0;0;0;0;0;20;0;0;0;0;140;10
6217BH;35;20;15;0;0;20;0;10;60;0;20;0;10;30;20;0;0;0;1,3;30;0;0;30;0;0;0;0;0;30;0;0;0;0;140;10
6217BJ;25;15;15;0;0;10;10;5;70;0;0;0;0;25;20;0;0;0;1,1;25;0;0;25;0;0;0;0;0;25;0;0;0;0;136;15
6217BK;40;25;20;10;0;10;15;5;50;20;0;0;20;20;5;5;0;5;2,3;20;0;20;0;0;0;0;0;0;0;30;70;10;0;0;10
6217BL;55;30;25;15;10;10;15;0;50;0;20;10;10;20;5;0;0;5;2,5;20;0;20;0;0;0;0;0;0;0;50;50;10;0;188;10
6217BM;40;25;15;5;5;15;10;0;50;0;10;0;40;15;0;0;0;5;3,1;15;0;15;0;0;0;0;0;0;0;0;0;0;0;179;10
6217BN;40;20;25;15;5;10;5;0;60;0;20;0;0;15;5;0;0;5;2,6;15;0;15;0;0;0;0;0;0;0;30;70;10;0;184;0
6217BP;30;15;15;10;0;10;0;5;40;0;30;0;20;10;0;0;0;0;2,5;10;0;10;0;0;0;0;0;0;0;0;0;0;0;174;0
6217BR;25;10;15;5;0;5;10;0;80;0;0;0;0;15;5;0;0;0;1,8;15;0;15;0;0;0;0;0;0;0;0;0;0;0;178;5
6217BS;55;30;30;15;5;15;15;10;40;0;20;0;30;20;0;5;0;5;2,7;20;0;20;0;0;0;0;0;0;0;0;0;0;0;175;10
6217BT;50;30;20;5;15;10;10;5;40;10;0;20;20;25;15;5;0;5;2;20;0;20;0;0;0;0;0;0;0;90;0;0;0;304;0
6217BV;15;10;5;0;0;10;0;0;90;0;0;0;0;10;10;0;0;0;1,2;10;0;10;0;0;0;0;0;0;10;0;0;0;0;138;0
6217BW;25;15;10;0;5;10;5;5;80;0;0;0;0;15;10;0;0;0;1,6;20;0;10;0;0;0;5;0;0;10;30;70;10;0;184;0
6217BX;85;40;45;0;10;15;25;30;60;0;10;10;20;45;15;15;0;5;2;45;0;20;0;0;0;25;0;0;25;50;50;15;0;232;10
6217CA;55;25;25;5;15;15;15;0;90;0;0;0;0;25;10;5;0;10;2,2;25;0;15;0;0;0;10;0;0;15;40;60;15;0;181;0
6217CB;35;15;20;0;10;10;5;0;50;0;20;20;0;20;10;0;0;0;1,8;20;0;20;0;0;0;0;0;0;20;30;70;10;0;161;0
6217CC;40;20;15;5;15;10;5;0;40;0;0;20;30;25;15;0;0;0;1,6;20;0;20;0;0;0;0;0;0;20;30;70;5;0;164;0
6217CD;55;25;30;0;5;10;5;35;70;10;0;0;10;45;40;5;0;0;1,1;45;0;0;0;0;45;0;0;0;45;0;100;0;0;172;5
6217CE;75;20;55;35;10;20;0;0;30;0;30;10;30;30;10;0;20;0;2,4;40;0;40;0;0;0;0;0;0;40;0;100;0;10;121;20
6217CG;20;10;10;0;0;5;10;0;70;0;0;0;0;10;0;5;0;0;1,9;10;0;0;0;0;0;10;0;0;5;0;60;5;0;227;0
6217CP;25;10;15;0;0;10;0;5;40;0;0;0;30;20;15;0;0;0;1,3;20;0;20;0;0;0;0;0;0;20;0;70;5;0;146;0
6217CR;90;35;55;0;0;0;20;65;80;0;0;10;10;65;40;20;0;0;1,4;70;0;50;0;0;0;20;0;0;70;20;30;20;0;223;15
6217CS;55;20;35;0;0;0;15;40;80;0;0;0;10;40;25;15;0;0;1,4;40;0;0;0;0;0;0;40;0;40;0;100;0;0;211;10
6217CT;35;20;15;0;10;5;5;10;60;0;0;10;0;25;15;0;0;0;1,5;20;0;20;0;0;0;0;0;0;20;0;80;10;0;160;0
6217CV;50;25;25;0;10;20;15;5;60;10;0;0;20;30;15;10;0;0;1,6;35;0;35;0;0;0;0;0;0;35;30;60;15;0;158;5
6217CW;40;20;20;5;15;5;10;5;50;0;10;30;20;25;10;5;0;0;1,7;20;0;20;0;0;0;0;0;0;20;0;0;0;0;159;5
6217CX;35;15;20;0;5;0;20;5;70;0;20;0;0;15;0;5;0;0;2,3;15;0;15;0;0;0;0;0;0;0;0;80;15;0;235;5
6217CZ;55;20;35;0;0;0;15;40;90;0;0;0;0;50;40;10;0;0;1,2;50;0;0;0;0;50;0;0;0;50;0;100;0;0;180;10
6217EE;35;15;20;10;0;15;10;0;40;0;10;20;0;15;0;0;0;5;2,7;15;0;0;0;0;0;0;15;0;0;90;0;0;0;306;0
6217EG;25;15;10;5;0;10;5;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6217EH;45;20;20;10;5;15;10;0;70;0;0;0;10;15;5;0;0;10;2,7;15;0;10;0;0;0;0;0;0;0;0;0;0;0;282;0
6217EJ;40;20;20;15;0;10;10;0;30;0;20;0;40;15;0;0;0;10;2,9;10;0;10;0;0;0;0;0;0;0;0;80;10;0;257;5
6217EK;40;25;15;5;5;20;10;0;40;20;10;10;20;20;0;10;0;0;2,3;15;0;15;0;0;0;0;0;0;15;40;60;5;0;192;0
6217EL;35;20;15;5;0;20;0;0;70;0;0;0;0;15;0;0;0;0;2,3;15;0;0;0;0;0;0;0;15;0;0;0;0;0;328;0
6217EM;40;25;15;10;0;15;10;0;60;0;0;20;0;15;0;0;0;10;3;15;0;0;0;0;0;0;0;15;0;0;0;0;0;324;5
6217EN;75;35;40;15;15;25;15;10;40;10;20;10;20;30;5;10;5;5;2,6;30;0;25;0;0;0;0;0;5;0;0;90;0;0;232;15
6217EP;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6217ER;45;25;25;15;5;15;10;0;60;0;0;0;30;20;5;0;5;0;2,5;20;0;20;0;0;0;0;0;0;0;0;0;0;0;211;10
6217ES;45;20;25;5;5;15;10;10;50;0;20;0;20;20;5;0;5;5;2,3;20;0;20;0;0;0;0;0;0;0;0;0;0;0;209;10
6217ET;30;10;20;0;0;10;10;5;80;0;0;0;0;25;20;0;0;0;1,2;25;0;25;0;0;0;0;0;0;25;0;0;0;0;131;10
6217EV;40;20;20;0;10;15;10;5;30;0;0;30;30;30;20;5;0;0;1,4;20;0;20;0;0;0;0;0;0;20;0;80;10;0;148;10
6217EW;35;15;20;10;0;10;10;5;50;0;20;0;10;15;5;0;0;0;2;15;0;15;0;0;0;0;0;0;0;0;0;0;0;224;5
6217EZ;20;15;5;0;0;0;10;0;50;0;0;0;30;15;15;0;0;0;1,2;15;0;0;15;0;0;0;0;0;15;0;0;0;0;138;5
6217GA;45;25;20;10;5;15;10;5;50;0;0;10;20;20;5;5;5;0;2,2;20;0;20;0;0;0;0;0;0;0;0;0;0;0;211;5
6217GB;40;15;25;10;0;10;5;10;60;0;10;0;20;20;10;5;0;0;1,9;20;0;20;0;0;0;0;0;0;0;0;0;0;0;0;5
6217GD;55;25;30;10;5;15;10;10;50;0;20;0;20;20;0;10;0;0;2,8;20;0;20;0;0;0;0;0;0;0;0;0;0;0;170;15
6217GE;55;25;30;10;5;10;15;10;50;0;10;0;20;20;0;5;5;5;2,7;20;0;20;0;0;0;0;0;0;0;0;0;0;0;174;15
6217GG;50;20;30;5;10;10;15;5;50;0;0;0;30;25;15;0;5;0;1,9;25;0;20;0;0;0;0;0;0;0;0;0;0;0;171;10
6217GH;5;0;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;126;0
6217GJ;30;15;20;0;5;5;10;0;50;20;0;20;0;15;10;0;5;0;1,8;15;0;15;0;0;0;0;0;0;0;0;0;0;0;0;10
6217GK;40;15;25;10;0;10;10;10;80;0;0;0;0;20;5;0;5;0;2,3;20;0;20;0;0;0;0;0;0;0;0;0;0;0;167;10
6217GL;55;30;25;5;10;10;20;10;60;0;10;0;20;25;5;5;5;5;2,3;25;0;25;0;0;0;0;0;0;0;0;0;0;0;174;15
6217GM;20;10;10;10;0;5;5;0;60;0;30;0;0;10;0;0;0;0;2,8;10;0;10;0;0;0;0;0;0;0;0;0;0;0;173;0
6217GN;35;20;15;5;0;0;10;10;70;0;0;0;0;20;5;5;5;0;1,9;20;0;20;0;0;0;0;0;0;0;0;0;0;0;176;10
6217GP;90;45;45;15;15;30;20;5;60;0;10;10;10;45;20;15;0;10;2;45;15;5;0;20;0;0;0;0;25;40;60;5;0;228;5
6217GR;20;10;10;0;5;10;0;0;30;0;0;0;50;15;10;0;0;0;1,4;15;0;15;0;0;0;0;0;0;15;0;0;0;0;106;0
6217GS;10;5;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;15;0;15;0;0;0;0;0;0;15;0;0;0;10;105;0
6217GT;25;15;10;0;5;10;0;10;80;0;0;0;0;25;20;0;0;0;1,1;30;0;30;0;0;0;0;0;0;30;0;0;0;5;106;0
6217GV;65;30;35;10;20;15;10;15;70;0;0;20;0;35;20;5;0;10;1,8;25;15;10;0;0;0;0;0;0;0;80;30;0;0;301;0
6217GW;65;30;35;10;10;15;10;20;70;0;10;0;10;30;5;15;0;5;2,2;25;0;15;10;0;0;0;0;0;0;80;0;0;0;281;0
6217GX;85;45;40;5;30;25;20;5;50;0;0;20;20;55;40;15;0;5;1,5;35;0;25;5;0;0;0;0;0;15;40;60;0;0;209;0
6217GZ;35;20;20;0;10;15;10;0;60;0;0;0;10;25;15;0;0;0;1,4;25;0;25;0;0;0;0;0;0;15;30;80;15;0;177;10
6217HA;60;30;30;5;10;15;20;10;80;10;0;10;0;25;5;10;0;10;2,5;25;15;10;0;0;0;0;0;0;0;90;0;0;0;290;0
6217HB;85;45;35;10;25;20;20;10;60;0;10;30;0;50;25;15;0;10;1,8;35;15;10;0;0;10;0;0;0;10;50;50;5;0;297;5
6217HC;45;20;25;5;5;15;10;10;70;0;0;0;10;25;15;5;0;0;1,8;20;20;0;0;0;0;0;0;0;0;40;60;10;0;261;5
6217HD;45;25;25;0;10;15;10;5;50;0;10;10;20;30;25;0;0;0;1,5;25;0;20;0;0;0;0;0;0;15;30;70;15;0;222;10
6217HE;50;25;25;15;5;10;5;10;40;0;20;0;30;20;0;5;5;0;2,6;20;0;20;0;0;0;0;0;0;0;0;0;0;0;194;10
6217HG;45;25;20;15;10;15;5;0;40;20;20;0;0;15;0;0;10;5;2,6;15;0;15;0;0;0;0;0;0;0;0;0;0;0;197;5
6217HH;50;25;25;15;5;10;10;5;20;0;20;10;40;15;0;0;5;5;3,1;15;0;15;0;0;0;0;0;0;0;0;0;0;0;192;10
6217HJ;60;30;30;10;10;10;15;15;40;0;10;0;40;25;5;5;5;5;2,4;25;0;25;0;0;0;0;0;0;0;0;0;0;0;197;15
6217HK;40;20;20;10;5;10;10;0;50;20;20;0;20;15;0;0;5;0;2,4;15;0;15;0;0;0;0;0;0;0;0;0;0;0;205;5
6217HL;40;20;20;0;0;5;15;10;50;0;20;0;20;20;0;5;0;0;2,3;20;0;20;0;0;0;0;0;0;5;0;0;0;0;177;15
6217HM;20;10;10;0;5;0;5;5;40;0;0;0;30;10;0;0;0;0;2,6;10;0;10;0;0;0;0;0;0;0;0;0;0;0;194;0
6217HN;55;20;35;15;5;10;15;5;30;0;20;0;40;20;5;0;0;10;2,8;20;0;20;0;0;0;0;0;0;0;0;0;0;0;209;10
6217HP;25;15;10;0;0;10;10;10;50;0;0;0;20;20;15;0;0;0;1,4;15;0;5;10;0;0;0;0;0;0;70;0;0;0;243;0
6217HR;25;15;15;0;5;15;0;0;30;0;0;0;30;20;10;5;0;0;1,4;20;0;0;20;0;0;0;0;0;20;0;0;0;0;0;0
6217HS;20;15;10;0;5;15;0;0;40;0;0;0;50;20;15;0;0;0;1,2;20;0;0;20;0;0;0;0;0;20;0;0;0;0;111;0
6217HT;10;10;0;0;0;0;0;0;50;0;0;0;0;5;0;0;0;0;1,7;5;0;0;5;0;0;0;0;0;0;0;0;0;0;272;0
6217HV;60;25;35;10;10;5;15;25;50;0;10;10;20;30;15;0;5;0;1,9;30;0;15;0;0;15;0;0;0;15;0;100;0;0;192;5
6217HW;35;15;25;0;10;0;15;10;50;0;0;20;20;20;10;0;5;0;1,9;20;0;15;0;0;0;0;0;0;0;0;0;0;0;193;5
6217HX;45;20;20;5;5;10;20;0;30;0;10;20;40;20;10;5;0;5;2;15;0;10;0;0;0;0;0;0;0;0;70;10;0;229;5
6217HZ;30;15;15;0;5;10;10;0;80;0;0;0;0;25;20;0;0;0;1,2;25;0;25;0;0;0;0;0;0;25;0;0;0;0;136;10
6217JA;35;15;20;0;5;10;15;5;60;0;20;0;0;20;10;0;0;0;1,9;20;0;20;0;0;0;0;0;0;0;50;60;10;0;171;10
6217JB;35;15;20;0;0;10;10;10;40;0;0;0;30;20;10;0;0;0;1,7;15;0;15;0;0;0;0;0;0;0;0;80;15;0;172;5
6217JD;55;25;30;0;15;20;10;15;70;0;0;20;0;35;20;10;0;0;1,5;35;25;0;0;10;0;0;0;0;20;30;70;0;0;218;0
6217JE;100;45;55;0;50;15;10;25;40;0;0;50;10;85;70;15;0;0;1,2;50;25;0;0;0;0;20;0;0;40;20;80;20;0;213;0
6217JG;40;20;20;0;10;5;15;0;80;0;0;0;0;20;10;0;0;0;1,9;15;15;0;0;0;0;0;0;0;0;90;0;0;0;334;0
6217JH;45;25;20;5;5;10;20;5;70;10;0;10;0;20;10;5;0;5;2,1;20;15;0;0;0;0;0;0;0;0;80;0;0;0;305;5
